TIME,FIXED_CYCLES,FIXED_INSTRUCTIONS,L1D_CACHE_MISS_ST,L1D_CACHE_MISS_LD,BRANCH_MISPRED_NONSPEC
529081208,439907,1290566,2674,6400,1445
529081875,469689,1149389,1357,5020,1247
530080791,702763,2256497,1772,6260,2600
530081000,172092,529057,1103,2169,592
530081083,577258,1616326,53213,13682,760
530081250,576152,1942542,2528,5453,2133
531080750,185751,262768,0,0,0
531080875,177250,590009,1356,1957,614
531081166,35571,100431,507,812,99
531081291,44222,135975,550,900,98
531081833,7190,6610,0,0,0
532080958,300219,416172,25918,7993,8
532081083,182976,602270,971,2246,658
532081250,202526,228618,0,0,0
532081750,229360,485621,577,2416,496
532082041,39545,112812,184,385,30
532082083,151602,359160,431,1881,280
533080916,1487205,4874566,4197,13569,4541
533081041,52473,88197,11253,0,0
533081291,176885,563204,784,1934,444
533081541,537932,1527902,36604,15015,671
534080666,73202,230668,354,665,205
534081125,397582,726447,36057,13416,140
534081250,74793,94353,0,0,0
534081500,152424,364421,17216,1268,219
534081833,31053,32069,252,547,63
535080916,1507445,4919338,57775,24201,4476
535081041,416207,680158,34512,11171,41
535081166,412841,1352606,1529,3797,1051
535081333,307708,979992,1223,3377,817
535082041,166044,388086,525,2158,264
535082083,151122,386933,325,1871,318
535082166,148348,364141,436,1679,407
536080750,57768,186393,405,539,128
536081125,236587,575935,35960,11045,149
536081166,57921,72906,0,0,0
536081333,372182,1265264,2126,3606,1268
537080666,766291,2502400,2683,6592,2475
537080708,590088,1736662,53314,15385,869
537080875,852943,2769936,2508,7956,2761
537081041,133593,441681,734,1412,269
537081791,1269702,3246841,2611,12615,3466
537081958,1263410,3184089,3224,12926,2933
537082000,407637,1034695,936,4083,901
538080791,767241,2007484,53210,13800,1057
538081041,1448031,4916345,8469,12810,5034
538081166,58386,89544,0,0,0
539080833,293501,486001,34501,9117,29
539081000,136506,421001,627,1506,442
539081291,294893,977253,1557,3124,840
539081458,240352,730337,1047,2375,720
539082166,64782,115045,379,923,116
539082291,47538,103852,117,786,37
539082500,183844,413234,605,2453,476
540080791,232510,314297,0,0,0
540080916,75404,222761,740,1259,152
540081000,130119,332621,10633,830,178
540081500,101385,157040,17387,5550,149
541080541,103713,348819,405,1084,316
541080625,1270560,3741338,55041,21886,2834
541081125,1265161,4301725,23154,10914,4263
541081166,107448,207486,34407,9325,29
541081875,894618,2342613,1559,9176,2022
541081916,889991,2423771,1246,7914,2119
541082125,885088,2125463,18202,7863,1588
542080916,311196,860286,36199,14031,477
542081291,1721059,5277288,56248,24902,4517
543080625,81997,281111,682,1027,233
543080791,1212319,3506582,54309,19617,2551
543081166,1207609,3772692,19498,9955,3695
543081250,128982,180866,0,0,0
543082000,965148,2479091,1816,8849,2618
543082208,637861,1549983,17610,5578,1277
543082375,1234150,3070537,2334,12123,2680
544080791,437987,1479976,1775,4065,1627
544080958,631184,1945071,53901,16068,1201
544081166,53285,81456,0,0,0
545080791,833333,2847343,5006,7708,2783
545081083,950597,2692560,55715,23553,1924
545081500,230030,746129,1474,2293,820
545081833,331329,1092991,2146,3260,1121
545082000,90665,178673,519,1401,157
545082125,99138,218346,295,1260,265
546080583,43803,141331,623,918,101
546081041,560940,1848716,1581,4797,1612
546081208,25537,70321,544,709,83
546081458,29828,39189,0,0,0
547080708,221983,577181,15404,1763,378
547080833,459233,641891,34382,12346,18
547081000,828304,2484222,56138,20014,1681
547081125,273868,294902,0,0,0
547081791,446439,1079798,1055,4814,1150
547081833,187349,478955,400,2043,508
547081916,10918,13016,14,49,2
547081958,1027244,2623062,1811,10472,2282
548080625,236077,825613,1543,2829,532
548080708,380549,1047658,1086,3035,941
548080750,14763,31094,340,392,31
548080791,172070,560038,1226,1986,460
549080708,28641,82919,468,577,149
549080750,138254,457382,599,1472,525
549080833,78048,157343,15373,297,22
549080916,202928,675856,1492,2164,507
549082041,107108,230323,348,1294,252
550080666,140493,416961,915,2129,364
550080708,352680,665692,35896,11981,100
550080750,235211,801401,2085,2924,439
550080833,44093,121936,456,1016,131
551080666,73291,240718,654,1091,273
551080708,473509,1588317,1179,4157,1282
551080875,198762,625448,6386,2074,445
551081333,188673,444021,490,2119,349
552080708,616453,2138473,3370,5682,1765
552081041,624473,1910053,53725,15864,1048
552081250,621444,2022430,18749,6056,1876
552081625,409110,1113744,747,3825,836
553080708,359712,1093794,17673,3222,673
553080791,625445,1606490,36282,14272,706
553080875,718988,2188202,54495,18823,1455
553080916,508188,1663578,2099,4633,1817
