TIME,FIXED_CYCLES,FIXED_INSTRUCTIONS,L1D_CACHE_MISS_ST,L1D_CACHE_MISS_LD,BRANCH_MISPRED_NONSPEC
434076583,5199,14838,8,29,0
434076708,94946,270478,395,1090,2051
434076791,368087,1249255,17431,4314,66
434076833,433025,1443378,20216,4800,90
434078083,1716958,4646321,22993,34313,3771
434078208,1718857,3238489,2214,13669,22457
435076625,2987801,9546469,107862,27844,27522
435077083,2989315,9249147,109506,30631,29560
435077208,2953804,9289320,96484,31165,29173
435078791,2065427,5055726,22089,35747,5644
435078875,2065413,5810045,23593,40552,499
435078916,1731951,4361961,22506,33113,367
435079041,2065680,4602746,22038,31038,8400
436076708,2988249,9234157,110508,29321,29992
436076750,2986578,9558263,132728,27920,17922
436076791,2987490,9266336,94584,30056,29563
436077000,2611953,8131650,80933,27273,29589
436078416,2063231,4057124,2570,19025,29217
436078791,2064204,4863621,21264,31633,10246
437076666,2987710,9619678,143640,26737,14721
437077125,2988398,9147767,111662,29230,30083
437077583,2990349,9597626,131073,29924,19812
437077708,2991064,9277124,99042,29911,29790
437078000,2061983,5087237,21551,30684,19524
437078541,2064495,5832667,7022,44975,356
437078958,2065456,5356151,23258,42060,419
438076541,236810,795782,10425,2982,37
438076625,366706,1044628,1322,4875,7800
438076666,365910,1067609,1631,3856,8000
438076750,372261,854948,413,2998,5295
438077458,162088,342847,236,1629,2511
438077666,156487,348287,3700,3000,36
439076750,1120012,3173735,4081,12122,24331
439076833,1083756,2824616,1734,10809,18709
439076875,1111116,3560094,53224,12192,7980
439077000,1030984,2965337,35490,9703,10812
439078250,787785,1688672,2566,12246,5796
439078375,1729300,4122059,20889,29698,7425
440076541,431103,1430946,19907,5201,83
440076666,73344,202866,3432,1355,16
440076791,2987691,9491080,121824,27311,18888
441076541,129745,295290,595,1025,1758
441076625,736256,1851130,1029,7306,12566
441076833,738110,2073538,33875,8099,4619
441077000,602418,1733093,3067,6733,12919
441077625,13061,17066,35,109,44
441077791,470914,945810,1804,6561,3946
441077958,501058,1288767,1651,10997,87
442076791,2987862,9194335,108849,27954,19418
442076958,2648864,8727921,122636,25398,11161
442077041,1464133,4200484,43629,13875,13568
442077125,1164956,4106084,58605,12355,208
442078291,2064333,5426112,23175,37631,271
442078666,2065681,5163051,22786,39892,4057
442078791,2065351,4902869,22627,38063,4004
442079333,2065913,4071622,19642,20659,22194
443076666,130411,368487,13192,1856,29
443076791,2595177,7705005,70404,25277,30566
443076833,152806,362289,343,1679,2521
443076875,2597585,8558818,92446,26342,29226
443077875,555839,1129580,1925,8652,3185
443078041,1893595,4611746,22361,34498,5214
444076708,2987538,10070272,119440,29998,27106
444076875,680322,2209261,45710,7690,128
444076916,2988564,9115667,92984,31220,29779
444077000,558573,1423058,581,5260,9224
444078166,2063993,5046929,22467,35176,8023
444078416,2064541,5301294,23208,42177,289
444078833,2065066,4760889,22102,33703,6560
445076625,2987815,9261274,109011,28699,29638
445076666,2987371,9556436,118722,29167,29603
445076750,2987384,9765049,121807,29097,20688
445076791,1639656,4691509,15889,16200,30309
445077750,420951,890211,569,4095,6827
445077916,1119260,2474255,19514,16769,7908
445078000,756840,2015094,2476,16324,119
446076750,1983605,6235659,81480,20059,12848
446076791,1916038,5015978,35433,19996,25101
446076833,2186273,6110541,55984,20727,22311
446076916,2101466,6213752,73397,21775,29970
446078458,1644907,4126602,5290,34988,213
446078541,1684678,4363671,5894,32358,220
446079291,1646715,3438548,20058,23933,5553
447076791,2987925,9417160,108033,28827,22345
447076833,2000368,5941310,48833,20277,29106
447077083,2988782,9378769,138780,28590,11388
447077250,2989165,9694156,109540,27293,27586
447077916,516400,1002004,472,4210,7074
447078041,1380025,2964656,1991,13560,22725
447078291,1375312,2682811,2487,13904,16793
447078500,1376137,2731964,3101,15186,15235
448076625,2987432,9647264,141534,30437,14150
448076666,2986817,9993135,122593,28530,27302
448076708,2987630,9551394,103281,27811,28395
448076916,2987029,9565878,141089,30789,13409
448078125,2063151,5421680,21587,43708,294
448078208,2064402,4277184,3853,22724,22415
448078291,2063173,5359796,24398,41690,287
448078416,2064107,5848327,23853,40370,4582
449076583,933543,3265052,43876,10213,175
449076750,698613,2388955,34568,6664,101
449076833,936240,2632792,4466,9366,20640
449076875,1937577,5110320,13559,20361,29480
449077916,937438,2382583,14362,18425,188
449078375,1340530,3505582,4163,28595,223
449078458,2064393,4327232,21088,22290,18185
450076750,404051,985628,609,3556,5858
450076791,428242,992104,22484,3381,2305
450076833,436289,1222889,1771,4611,9043
450077041,421169,1332943,15147,5597,1669
450077791,316862,658041,392,3138,5077
450077916,2063185,4568233,21857,31094,11627
450077958,1202128,2884955,20213,23735,222
451076666,631850,1640984,986,6749,11446
451076708,639415,2131391,29077,7135,117
451076791,652561,1719511,18029,5948,10357
451076833,628035,2082183,28584,6963,111
451077708,299161,788048,1017,6550,57
451077791,377794,787195,517,3693,6266
451077916,298036,730254,861,6346,46
452076916,2988202,9890202,142472,32732,17836
452076958,2988005,9711944,118125,29533,19205
452077000,2988215,8618657,90021,31458,29545
452078541,2065074,5329805,24601,36367,306
452078791,2065234,5186438,22881,40727,3515
452079166,2065670,4609554,21896,33154,4753
453076625,522177,1305002,801,4887,8051
453076708,43079,150295,1988,523,9
453076833,197310,557670,6451,4299,166
453076875,523961,1463984,2550,5020,11003
453077333,353175,869181,1371,7399,118
453077500,774166,1504508,1869,8544,8606
453077541,385129,822418,358,3742,6117
454076833,2988370,9197608,101114,31197,21625
454077000,2988845,9774759,130225,27984,18965
454077333,2947592,9302845,104697,28885,24621
454077458,2990364,9182811,100228,29782,20587
454078875,2066494,5191831,22582,40213,3489
454078958,2067056,5400151,23041,41040,286
455076666,1896317,5284053,16761,20911,30427
455076708,2987933,9758638,122047,29494,29689
455076791,2987271,9425607,102286,28428,29651
455076875,2986825,9706457,141526,27471,14810
455078041,1446450,3085946,2122,14165,23757
455079041,2063880,4666617,21346,30402,12488
455079083,2064487,4285761,19827,23236,21887
456076666,2987713,9368195,109636,29434,29979
456076750,2987859,9709333,117477,27512,20098
456076833,2988444,9327809,107633,31381,29097
456076875,2988746,9702211,129250,26863,24543
456077541,2061571,5186170,22368,37347,7985
456077708,2061839,4709768,21346,30740,17417
456077958,2063760,5030127,23105,39269,2136
456081125,33443,43947,72,558,8
457076541,227770,773791,10786,3113,51
457076625,1373,3925,0,0,0
457076708,2988061,9456956,99152,30172,29936
457076750,180012,518117,961,1832,3876
458076625,94778,257805,158,1106,1669
458076666,446613,1160196,565,4679,8185
458076833,844991,2457812,8346,9652,16792
458076958,447612,1229345,1429,4488,9032
458077791,655735,1502229,3037,13088,129
458077833,638928,1713281,2220,14305,140
458077875,668752,1571435,1570,12215,96
459076666,2987101,9908474,125238,27624,20916
459076708,531885,1577801,7097,6666,9588
459076791,1562361,4619519,52373,14371,12859
459076833,530505,1519867,1632,5966,11888
460076750,2514166,8052099,87308,26624,29739
460076875,214431,592068,694,2259,4181
460077041,2529956,7380394,70954,24126,30233
460077416,214974,621787,554,2499,4650
460077541,431228,1129809,1357,9265,63
460077875,434830,1178830,1282,9634,63
460078125,435933,1146187,1712,9501,70
461076583,309355,1067863,14120,3530,54
461076625,186737,549906,778,2268,3969
461076708,193714,504217,252,2029,3527
461076750,67166,186724,3084,1268,14
462076666,254387,821443,12384,2978,74
462076708,124466,459353,7852,1774,30
462076791,349536,909061,1305,3069,6649
462076958,129173,240112,92,495,823
462077625,234332,569440,976,5188,59
462077708,196825,240111,15696,1315,25
462077791,15800,21829,41,334,9
462077833,250627,434256,263,1845,2884
463076666,527223,1851246,26266,5902,92
463076750,2109943,7258442,113875,19666,4135
463076791,2987558,9384410,100387,30516,28944
464076750,2760894,9097322,101506,27181,29379
464076791,1793634,5045833,37246,17022,29404
464076958,2724382,8119299,75651,27281,29288
464077208,1780778,5177244,58049,16558,14286
464077750,28674,41392,35,251,243
464078250,1924876,4619672,22365,33939,7882
464078333,1950184,3622608,19271,15713,23317
464078375,1901056,4102038,20487,24390,21683
465076625,637332,1500199,22075,5984,6892
465076666,2806278,8458208,97212,27446,29397
465076750,638444,1812970,2652,6527,13599
465076791,838515,3010597,44455,7973,168
465077416,454820,1079180,1390,8974,53
465077541,431783,1118578,1710,9642,82
465077625,583201,1224250,1270,6622,8782
466076666,1031544,2929222,4420,10434,22452
466076750,794690,2229843,3836,7246,16058
466076791,960083,3230831,45301,9836,183
466076875,791635,2814638,38863,8654,146
466077416,694368,1543653,2234,10813,4987
466077708,685406,1465763,1053,6859,11237
466077750,71704,140935,257,1586,18
467076875,1676938,4922311,43687,16425,23605
467077208,2489426,6908109,50257,24941,29076
467077916,1711463,4562832,5820,37831,328
467078291,1714363,4171727,22154,33871,249
467078791,1715133,3643228,19839,20720,14100
468076791,157638,416509,353,1844,3001
468076916,147263,248859,115,508,603
468077083,134371,210833,70,336,336
