TIME,FIXED_CYCLES,FIXED_INSTRUCTIONS,L1D_CACHE_MISS_ST,L1D_CACHE_MISS_LD,BRANCH_MISPRED_NONSPEC
458071125,405690,1288323,18084,4943,1015
458071625,275065,762287,1040,2970,10
458071750,281142,762884,1174,2760,6
459071000,1069353,3743772,57058,9228,3134
459071083,915676,3038539,42901,9249,2194
459071333,445267,1443201,36298,5647,955
459071625,365726,968269,1282,3118,8
460071125,24740,63797,584,942,31
460071250,154984,498325,7654,2262,117
460071666,159379,206566,0,0,0
460071708,353240,1210247,19812,3552,1052
460072375,101972,227628,268,1325,3
460072416,102762,216421,236,1217,1
461071000,57213,157113,2647,1216,116
461071083,55778,175521,280,876,9
461071166,551110,1833185,16774,7069,507
461071208,590890,1907108,4300,4389,14
462071041,528355,1776350,24978,5924,1497
462071166,846068,2509378,4913,5606,36
462071541,844186,2629023,51942,8644,1496
462071625,724131,2303334,48058,7094,1519
462071916,172007,492633,483,2183,6
462076416,167831,343634,1101,2959,113
463070958,217879,806663,1795,2743,5
463071041,685211,2314114,33012,8018,1398
463071083,892395,2753774,6171,5468,33
463071125,64688,168390,2327,1363,147
464070916,981021,3448220,52570,11601,2413
464071041,884283,2953757,6085,6811,43
464071125,874246,3013573,7017,7807,30
464071166,1072289,3881886,11725,10971,107
464071750,588792,1541834,2350,6996,92
464071875,592861,1616687,2096,6172,23
464072000,587445,1520587,2170,13062,1254
464072041,585637,1614329,1779,13288,1042
465071000,198559,674942,8855,3017,622
465071083,175814,641795,1444,2320,7
465071166,65310,155456,2544,1332,127
465071208,357711,1133853,17887,3798,975
466071291,761498,2656549,6510,7062,33
466071458,910514,2699060,5976,5918,30
466071750,619415,2294537,5207,6467,22
466071916,854465,2713472,6082,6337,29
466072208,424795,1035153,15453,8183,245
467071000,1710682,5943743,13236,14266,102
467071125,1727756,5447036,10005,13220,64
467071541,2141881,7612706,81198,23812,2661
467071625,1709649,5457789,91797,15682,4010
467072333,1173614,3549703,5116,9863,40
467072416,20244,18209,12,107,4
467072458,1188332,3364904,5528,13792,233
467072500,1209890,3113263,21714,16821,502
468071166,1099149,3567599,52204,10583,2937
468071291,44469,57104,7134,0,0
468071458,1262529,4623744,20599,15775,282
468071958,646665,1664412,2011,13535,1303
468072000,22262,19584,297,488,30
468072208,36565,75117,53,409,0
469071000,1358375,4784858,11550,12501,55
469071041,1086883,3668172,36859,12340,565
469071083,858763,3057086,6458,8516,31
470070875,561806,1965606,4662,5407,25
470071000,570403,1744397,3092,4176,16
470071041,985073,3213737,37861,10512,508
471071083,1606654,5653161,49242,17175,722
471071125,194023,654212,1508,2391,3
471071416,1091074,3907102,57586,16342,1547
471071916,536888,1306245,2092,11255,1018
471072083,118802,268866,505,2980,215
471072250,518698,1380910,2186,4447,20
472071000,1963961,6990899,16289,16467,115
472071041,475234,1602551,22904,5696,926
472071125,5794,11499,26,68,0
472071166,2388256,8275901,88352,27107,3141
473070833,74597,243690,425,1358,2
473070916,283389,1055259,2348,3364,9
473070958,80980,80425,0,0,0
474071416,599039,1624523,3581,3376,18
474071583,360229,1210587,2523,3256,13
474071791,510164,815297,636,856,5
474072375,328100,890329,942,2819,5
474072500,321786,779989,929,2974,9
474072791,475828,1708888,4142,4576,16
474072833,313104,734864,925,6704,435
474073083,322342,961414,1007,3526,9
475071000,32061,39320,0,0,0
475071041,222777,749298,1872,2448,6
475071333,29408,91507,6,42,15
475071416,29146,80788,935,895,59
475071750,13283,21626,13,209,0
475071958,42568,83523,132,1045,88
475072041,41234,94081,79,994,2
476071041,179190,650508,1689,2338,9
476071083,1078514,3345708,38981,10338,627
476071166,1498247,5204212,11980,12260,83
477070958,1146792,3654603,66474,11406,2487
477071041,1295374,4587410,67052,13011,2320
477071166,1383446,4230176,7943,10310,43
477071666,799258,2430021,3756,6982,25
477071875,787964,2018557,2531,16652,1447
477072000,782914,2009036,2650,17576,1696
478071041,77947,228070,3955,1333,146
478071083,2095957,6733090,112444,19565,4768
478071250,481426,1359371,2928,3094,12
478071625,44292,92377,305,1161,86
478071708,57190,102722,124,875,0
479070916,380952,938675,1647,1720,15
479071083,289849,1059032,2534,3383,8
479071458,398693,1230641,16071,4047,1098
479071541,378766,1271614,2800,3308,19
479072166,196324,578307,601,2280,10
479072250,200542,542075,906,2187,5
479072458,198597,278051,16675,1955,138
480071416,1064538,3724343,44968,11499,841
480071583,5350,6172,0,0,0
480071708,43113,44503,0,0,0
480072083,5177,5963,0,0,0
480072166,34075,107323,258,893,0
480072250,6134,6766,0,0,0
481071000,65991,208647,2622,1449,89
481071041,262410,860511,13066,3409,661
481071166,361377,1270109,3010,3900,7
481071250,69255,216955,31,77,17
481071583,49486,102509,292,1241,92
482070916,690683,2436739,4677,6505,24
482071000,850864,2609351,5311,6317,30
482071083,573600,2013138,4181,5844,32
482071125,801913,2354420,5542,5366,21
483071625,1036625,3757729,11019,11117,120
483071750,1166263,3748429,7692,9410,45
483071791,85684,189675,395,2052,137
483072000,254393,847625,1686,2527,5
483072166,149585,445994,5846,2215,382
483072583,90643,219070,318,1351,4
483072708,85696,235236,357,1275,0
484071000,948678,3053131,6780,7346,35
484071083,184695,665568,1635,2303,12
484071166,1175542,3734341,69582,11247,2941
484071291,940881,3252003,47334,9477,1105
485070958,737882,2337410,32411,7432,1741
485071041,457678,1599983,25386,4749,1262
485071375,1967377,6679019,63236,20372,1530
485071416,890809,2795334,6354,6963,25
485071708,438229,1216169,1660,3883,13
486070916,333826,775467,26648,2785,372
486070958,303546,1125109,2894,3065,16
486071041,137676,462563,7950,1925,330
486071166,1015435,3249984,7153,7426,32
487071000,103249,324601,4694,1659,344
487071083,1777228,5842669,12873,13852,61
487071125,201424,634864,7720,3074,248
487071708,516591,1340938,1730,4605,13
487071958,511202,1546192,1851,4792,14
487072083,346485,892438,1415,7601,559
488070958,408934,1442193,3005,4431,17
488071000,517131,1727995,25570,5396,1473
488071083,448088,1429297,20737,4717,1260
488071125,522252,1448412,2844,2986,12
489070958,2049329,7289656,17620,17145,78
489071041,219387,756170,1474,2515,9
489071125,362164,1184213,16947,4296,761
490071041,915152,2949263,43259,9347,2608
490071125,567246,1520119,2727,3187,21
490071416,641706,2085608,30543,6627,1874
490071541,565847,2057533,6394,6426,63
490071916,384133,978501,1307,3557,14
490072083,442632,1335095,1892,4211,20
490072166,406503,1212497,2031,3242,20
490072333,442067,1200702,1810,9328,1028
491071000,20091,72706,2041,787,27
491071166,41064,142953,304,1023,4
491071333,49721,130044,42,116,19
491071583,109954,390888,4421,2084,124
491071916,11434,21486,4,206,0
491072041,12538,14047,63,230,72
492070958,116875,401888,795,1203,2
492071125,127968,172908,0,0,0
492071291,989880,3206191,58874,10666,2093
492071416,991764,3203986,6974,7948,34
492071708,64671,168113,265,1770,134
492071875,67954,183132,244,1098,3
492071958,59988,160701,219,465,4
492072083,64746,166520,233,1709,89
493071083,390500,1341735,3280,4286,11
493071166,323378,1026001,15228,4283,843
493071416,215521,538376,1220,1725,10
493071583,324844,490609,371,564,7
493071875,150406,338369,472,3236,313
494071083,48754,169984,207,474,4
494071125,17169,43274,4,24,8
494071291,17974,35158,389,510,18
494071458,594936,1933034,27565,7032,1304
494072041,16387,19935,24,186,0
494072166,5388,5183,0,0,0
495071000,41255,150377,275,439,0
495071041,1432222,4555278,79075,25144,3596
495071208,1300507,4783559,12369,13019,91
495071666,704021,1653385,3052,15131,1523
495071708,43665,49983,0,0,0
495071750,21463,24086,32,302,0
496071041,50169,138983,2535,1272,100
496071125,382059,1195104,17130,4460,927
496071166,341958,1241058,2661,3718,8
496071208,49147,141223,40,112,21
496071666,38121,51826,73,604,2
496071708,26407,63167,37,237,0
497071083,146787,479673,6263,2406,391
497071125,1630815,5656928,79922,18069,2776
497071208,1578007,4776270,9864,11517,54
497072041,114352,272009,316,800,8
497072125,1066305,2686849,7951,22148,2137
498071000,65483,76586,0,0,0
498071291,65206,184777,3486,1518,125
498071583,38020,73495,317,1051,35
498071625,1886,3905,0,0,0
498071666,1626,3927,0,0,0
499071125,1409745,4731680,71292,13179,3612
499071166,1511290,4836165,11416,10907,71
499071250,1438905,5377896,13030,13709,69
499071291,1711493,6317818,18462,15575,153
499072166,966588,2531509,3362,21951,1675
499072208,797564,2021022,19959,14387,500
500070958,430944,1405076,20699,4409,1041
500071416,808544,2580282,6103,6079,33
500071583,823713,2472424,6126,5824,36
500071833,803961,2992831,7929,7950,35
500072208,437476,1230430,1595,9596,988
500072291,432188,950191,1364,8295,871
501071125,100811,306636,5245,1662,172
501071291,1120214,3882762,41784,11932,698
